CHARACTERISTIC_ID,CHARACTERISTIC_NAME,Depth,Keep or Not Keep,Category,Flag,NEW_CHARACTERISTIC_NAME
535,          Kannada,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Kannada
536,          Malayalam,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Malayalam
537,          Tamil,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Tamil
538,          Telugu,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Telugu
539,          Tulu,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Tulu
540,"          Dravidian languages, n.i.e.",10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Dravidian languages, n.i.e."
541,        Georgian,8,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Georgian
542,        Hmong-Mien languages,8,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Hmong-Mien languages
543,        Indo-European languages,8,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Indo-European languages
544,          Albanian,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Albanian
545,          Armenian,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Armenian
546,          Balto-Slavic languages,10,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Balto-Slavic languages
547,            Baltic languages,12,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Baltic languages
548,              Latvian,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Latvian
549,              Lithuanian,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Lithuanian
550,            Slavic languages,12,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Slavic languages
551,              Belarusian,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Belarusian
552,              Bulgarian,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Bulgarian
553,              Czech,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Czech
554,              Macedonian,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Macedonian
555,              Polish,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Polish
556,              Russian,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Russian
557,              Rusyn,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Rusyn
558,              Serbo-Croatian,14,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Serbo-Croatian
559,                Bosnian,16,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Bosnian
560,                Croatian,16,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Croatian
561,                Serbian,16,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Serbian
562,"                Serbo-Croatian, n.i.e.",16,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Serbo-Croatian, n.i.e."
563,              Slovak,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Slovak
564,              Slovene (Slovenian),14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Slovene (Slovenian)
565,              Ukrainian,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Ukrainian
566,"              Slavic languages, n.i.e.",14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Slavic languages, n.i.e."
567,          Celtic languages,10,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Celtic languages
568,            Irish,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Irish
569,            Scottish Gaelic,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Scottish Gaelic
570,            Welsh,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Welsh
571,"            Celtic languages, n.i.e.",12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Celtic languages, n.i.e."
572,          Germanic languages,10,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Germanic languages
573,            Frisian,12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Frisian
574,            High German languages,12,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,High German languages
575,              German,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,German
576,              Pennsylvania German,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Pennsylvania German
577,              Swiss German,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Swiss German
578,              Yiddish,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Yiddish
579,            Low Saxon-Low Franconian languages,12,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Low Saxon-Low Franconian languages
580,              Afrikaans,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Afrikaans
581,              Dutch,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Dutch
582,"              Low German, n.o.s.",14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Low German, n.o.s."
583,              Low Saxon,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Low Saxon
584,              Plautdietsch,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Plautdietsch
585,              Vlaams (Flemish),14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Vlaams (Flemish)
586,            Scandinavian languages,12,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Scandinavian languages
587,              Danish,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Danish
588,              Icelandic,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Icelandic
589,              Norwegian,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Norwegian
590,              Swedish,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Swedish
591,"            Germanic languages, n.i.e.",12,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Germanic languages, n.i.e."
592,          Greek,10,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Greek
593,          Indo-Iranian languages,10,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Indo-Iranian languages
594,            Indo-Aryan languages,12,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Indo-Aryan languages
595,              Assamese,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Assamese
596,              Bengali,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Bengali
597,              Gujarati,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Gujarati
598,              Hindi,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Hindi
599,              Kacchi,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Kacchi
600,              Kashmiri,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Kashmiri
601,              Konkani,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Konkani
602,              Marathi,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Marathi
603,              Nepali,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Nepali
604,              Oriya languages,14,No Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Oriya languages
605,                Odia,16,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Odia
606,"                Oriya, n.o.s.",16,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Oriya, n.o.s."
607,              Punjabi (Panjabi),14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Punjabi (Panjabi)
608,              Rohingya,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Rohingya
609,              Sindhi,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Sindhi
610,              Sinhala (Sinhalese),14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Sinhala (Sinhalese)
611,              Urdu,14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,Urdu
612,"              Indo-Aryan languages, n.i.e.",14,Keep,mother_tongue_for_the_total_population_excluding_institutional_residents,Category,"Indo-Aryan languages, n.i.e."
